id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
631216,2,5.0,"Week day lunch,At a party",6,A Quiet Place 2,coke,Friends,A moderate amount (medium),Pizza
738875,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$4 ,Home alone,Milk,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
634669,1,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.29 ,Carry-On,Sprite,"Parents,Siblings,Friends,Teachers",None,Pizza
409940,3,6.0,"Week day dinner,At a party",8$,spiderman,diet coke,"Parents,Friends",A moderate amount (medium),Pizza
399605,2,5.0,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Teenage Mutant Ninja Turtles,coke,"Parents,Friends",None,Pizza
721831,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,Home Alone,Coke,"Parents,Siblings,Friends",None,Pizza
835223,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4,Set it up,coke,"Friends,Strangers",A moderate amount (medium),Pizza
712938,3,5.0,"Week day dinner,Weekend dinner",15,Green Book,coke,Friends,None,Pizza
395712,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4 - $8,Teenage Mutant Ninja Turtles,"Pop, Coca-Cola, 7up, crush","Friends,Teachers,Strangers",A moderate amount (medium),Pizza
603388,2,7.0,"Week day lunch,At a party,Late night snack",12 cad,Garfield,Coke,Friends,A little (mild),Pizza
617774,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,At a party",15.99-29.99,Cars,Iced tea,"Parents,Teachers",None,Pizza
289440,3,5.0,"Week day lunch,At a party,Late night snack",4,Teenage Mutant Ninja Turtles,coke,"Friends,Strangers",A moderate amount (medium),Pizza
714503,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,"relaxing, comedy",cola,Friends,I will have some of this food item with my hot sauce,Pizza
714893,2,5.0,"Week day lunch,Weekend lunch,At a party",$5.00 ,Home Alone 2,Coke,"Siblings,Friends",A moderate amount (medium),Pizza
601094,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6.50 ,teenage mutant ninja turtles,soda,"Siblings,Friends",None,Pizza
618150,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","for a large pizza, $25.",Home alone,Diet coke,"Siblings,Friends",A moderate amount (medium),Pizza
607944,2,5.0,"Week day dinner,Weekend lunch,At a party,Late night snack",5 dollars,Spiderman,Milk,Friends,None,Pizza
629844,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6 ,Ratatouille,Orange juice,"Parents,Siblings,Friends,Teachers",None,Pizza
626482,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,The Godfather,Pop,Friends,None,Pizza
609257,2,5.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",6$,High School Musical ,Rootbeer,"Siblings,Friends,Teachers",None,Pizza
717921,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4 ,Zootopia,Lemonade,"Friends,Teachers",A little (mild),Pizza
181851,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,None,pops,Friends,A lot (hot),Pizza
629041,1,3.0,"Week day lunch,At a party,Late night snack",7 dollars,Home Alone,Coke,"Friends,Strangers",None,Pizza
604062,4,6.0,"Week day dinner,Weekend dinner,At a party,Late night snack",$15 ,"Honestly any movie, pizza is a movie food.",Some sort of soft drink.,"Siblings,Friends",I will have some of this food item with my hot sauce,Pizza
716749,3,4.0,"Week day lunch,Late night snack",15 dollar,no,water or  lemon water,Strangers,A little (mild),Pizza
633143,3,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",Around $5 per serving,Teenage Mutant Ninja Turtles,Soft drinks such as Coca-Cola,Friends,None,Pizza
743828,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack", 4-6 dollars,Mario Movie,Soda Pop,"Friends,Strangers",A moderate amount (medium),Pizza
520861,3,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",12,ratatouille,Soda,Friends,None,Pizza
517019,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4,30 minutes or less,pop,"Parents,Siblings,Friends,Teachers",None,Pizza
626779,3,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",4$ for a slice,Home alone,soda,"Siblings,Friends",A little (mild),Pizza
611716,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7,Home alone,coke,"Parents,Siblings",None,Pizza
193195,3,5.0,"Weekend dinner,At a party,Late night snack",$5 ,21 Jump Street,Coca Cola,"Friends,Teachers",A little (mild),Pizza
627530,2,7.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",$10 ,Free Guy,Coca-Cola,Friends,A little (mild),Pizza
626479,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","A slice would probably be like $5, a whole pizza maybe $15?",Spider-man? Just cause it takes place in New York...,Any type of soda,"Parents,Friends",None,Pizza
624540,3,3.0,"Week day lunch,Week day dinner,At a party,Late night snack",15 per person,harry poter,bubble tea,"Friends,Strangers",A moderate amount (medium),Pizza
625315,2,8.0,"Week day lunch,Week day dinner,At a party,Late night snack",$7 ,Home Alone,Soft drink,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
601941,4,4.0,"Week day lunch,At a party,Late night snack",Around 15 dollar without tax,"none, stranger things is the tv series I can think of.",cococola,"Teachers,Strangers",I will have some of this food item with my hot sauce,Pizza
723968,5,21.0,"Week day lunch,Late night snack",within 10 dollars,Godfather,Nestea,"Friends,Teachers",None,Pizza
715806,4,10.0,"Week day lunch,Weekend dinner,At a party",7,Soul,coke,"Parents,Siblings,Friends,Teachers",None,Pizza
720045,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,The Godfather,Water,"Friends,Teachers",A lot (hot),Pizza
713585,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30,Idk,Soda,"Friends,Teachers",None,Pizza
611188,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",7,Five Nights at Freddy’s,Ginger Ale,"Friends,Teachers",None,Pizza
606726,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16,Life is Beautiful,Orange Juice,"Friends,Strangers",None,Pizza
629142,3,5.0,"Weekend lunch,At a party",I would expect to pay around $5 dollars for one serving of this food item.,I think of the movie Cloudy with a Chance of Meatballs.,I would pair pop with this food item.,"Parents,Teachers",None,Pizza
634825,3,7.0,"Weekend dinner,At a party",$5 ,Cloudy with a chance of meatballs,Soda,"Parents,Friends,Teachers",None,Pizza
613409,4,8.0,"Weekend dinner,At a party,Late night snack",8,The wicked,Coke-Cola,Friends,A moderate amount (medium),Pizza
633224,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.50 ,Home Alone,Coca Cola,Friends,None,Pizza
738850,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Five Nights at Freddy's,Coca Cola,"Parents,Siblings,Teachers",None,Pizza
500470,4,6.0,"Week day lunch,Weekend lunch,At a party,Late night snack",8.00 CAD,Ratatouille,Soda,Friends,None,Pizza
13183,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,Harold & Kumar Go to White Castle,ice tea,"Parents,Friends",None,Pizza
627169,2,15.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",$20 ,Teenage Mutant Ninja Turtles,Coke,"Parents,Friends",A moderate amount (medium),Pizza
229041,3,5.0,"Week day lunch,Weekend lunch,At a party",5$,home alone,soda,"Parents,Siblings,Friends",None,Pizza
496344,1,8.0,"Week day lunch,At a party",3 dollar per slice,Spider Man,Coke,"Friends,Teachers",A little (mild),Pizza
409723,2,11.0,"Week day lunch,At a party,Late night snack",7,Home alone ,Coke,"Parents,Siblings,Teachers",None,Pizza
630949,4,7.0,"Weekend lunch,Weekend dinner,At a party",$10 ,Lord of the Rings,Soda,"Siblings,Friends",None,Pizza
413014,3,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",5-10$ for two slices,"Something fun, like Superbad",A soda such as Coca-Cola,"Friends,Teachers",A little (mild),Pizza
310438,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,Home Alone,Coke,"Siblings,Friends,Teachers",None,Pizza
627430,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,Home Alone,Coke,"Siblings,Friends,Strangers",A little (mild),Pizza
526510,2,4.0,At a party,6,None,cola,Strangers,None,Pizza
390823,3,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",$5 ,The Hangover,Coke,Friends,A little (mild),Pizza
717116,2,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",about $20,Breaking Bad (not a movie),coke or diet coke,Friends,A little (mild),Pizza
712143,3,6.0,"Week day lunch,Week day dinner,At a party",15,Little Italy,Cola,Parents,A little (mild),Pizza
612538,4,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",$3 ,Toy Story,Coca Cola,"Friends,Teachers",None,Pizza
627539,2,4.0,"Week day lunch,Weekend lunch,At a party",5$,The Mario Movie,Coca Cola,"Siblings,Friends",A moderate amount (medium),Pizza
603812,2,5.0,"Week day lunch,At a party,Late night snack",5 bucks,Home Alone,Root Beer,Friends,A little (mild),Pizza
740568,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5 ,Little Italy,Coke,"Friends,Teachers,Strangers",None,Pizza
712702,3,7.0,"Week day lunch,Weekend lunch,At a party",3 dollars,everything everywhere all at once,pineapple juice ,"Friends,Teachers,Strangers",None,Pizza
519638,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2 for a slice,Barbie,Sprite,"Parents,Friends",A little (mild),Pizza
627800,2,4.0,"Week day lunch,At a party,Late night snack",5 dollars,hitman,Soda,"Friends,Strangers",A little (mild),Pizza
406863,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Teenage Mutant Ninja Turtles,coke,"Friends,Teachers",None,Pizza
726962,4,10.0,"Week day lunch,Week day dinner,At a party",8-Feb,Spiderman,coke,Friends,None,Pizza
628077,2,10.0,"Week day lunch,Weekend lunch,At a party,Late night snack",$5 ,Breaking Bad,Soda ,"Parents,Siblings,Friends,Teachers,Strangers",None,Pizza
601693,2,6.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$3 ,Mystic Pizza,Diet Coke,"Siblings,Friends",None,Pizza
517096,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5 ,Home Alone,Coca Cola,"Siblings,Friends,Teachers",None,Pizza
606821,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3 ,Back to the Future,Sprite,"Siblings,Friends,Strangers",None,Pizza
455047,3,4.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",6,None,coke,Friends,A moderate amount (medium),Pizza
625576,3,10.0,"Week day lunch,Week day dinner,At a party,Late night snack",5,Liquorice Pizza,Water,"Siblings,Friends,Teachers",A little (mild),Pizza
716549,4,8.0,"Week day lunch,Week day dinner,At a party,Late night snack",9,The Avengers,Hot water ,Teachers,A lot (hot),Shawarma
715742,2,2.0,"Week day lunch,Week day dinner,Late night snack",8-12$,"None...

Ok tbf i think of my life at uoft, if life is a movie",lemon tea,"Friends,Strangers",None,Shawarma
727333,1,3.0,"Week day lunch,Weekend lunch",8,action movie,water,Siblings,A little (mild),Shawarma
606874,3,10.0,"Week day lunch,Week day dinner,Late night snack",$10 ,The Dictator,Juice,Friends,A moderate amount (medium),Shawarma
505318,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$8 ,Superbad,Ayran,"Parents,Siblings",A moderate amount (medium),Shawarma
605771,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10 ,None,Water,Friends,A little (mild),Shawarma
606929,3,6.0,Weekend lunch,10 dollor,dragon,coke,Friends,A moderate amount (medium),Shawarma
609789,3,4.0,Week day lunch,15 dollar,Nothing,Coke,Strangers,A moderate amount (medium),Shawarma
644623,4,5.0,"Week day lunch,Weekend lunch",7-10 dollars,avengers,None,Strangers,None,Shawarma
626792,2,13.0,"Week day lunch,Weekend lunch",13,anjaana anjaani,water,"Friends,Teachers",A lot (hot),Shawarma
714863,2,10.0,"Week day lunch,Weekend lunch,Late night snack",10,none,juice,Strangers,None,Shawarma
602805,3,10.0,"Week day lunch,Week day dinner",11 Canadian Dollars,The Avengers,Water,"Friends,Strangers",A little (mild),Shawarma
602526,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$13 ,Hawkeye,orange juice,"Siblings,Friends",A little (mild),Shawarma
497421,2,3.0,"Week day lunch,Weekend lunch,Late night snack",About 20-30 CAD,Argo,Coke,"Friends,Strangers",A moderate amount (medium),Shawarma
389328,3,5.0,"Week day lunch,Week day dinner,Weekend lunch",$10 ,Transformers,Beer,"Siblings,Friends,Strangers",A lot (hot),Shawarma
289931,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$12 ,Aladdin,Pop like Coke,Friends,None,Shawarma
620148,1,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7,The Invisible Guest,Water,Friends,A little (mild),Shawarma
387155,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,Squid game,water,"Siblings,Friends",A moderate amount (medium),Shawarma
516975,3,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","$12 - $15

inflation 😩",The Avengers,Ginger ale,"Siblings,Friends",A little (mild),Shawarma
630825,2,4.0,"Week day lunch,At a party",5 dollar,Titanic,Juice,"Siblings,Friends",None,Shawarma
614043,3,5.0,"Week day lunch,Week day dinner,Weekend lunch",8,Avengers 1,Ayran ,"Parents,Friends",A moderate amount (medium),Shawarma
521125,5,8.0,"Week day lunch,Weekend lunch",$9.00 ,The Avengers,Root beer,"Siblings,Friends",None,Shawarma
627780,4,5.0,Week day lunch,$10 ,1001 Nights,Water,Strangers,A little (mild),Shawarma
492744,3,8.0,"Week day lunch,Late night snack",14,The Avengers,Soda,Friends,A lot (hot),Shawarma
618747,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",I guess around $9,The Avengers,Soft drinks,Friends,A moderate amount (medium),Shawarma
607815,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10 CAD,The Avengers,Coke,Strangers,A little (mild),Shawarma
601609,3,8.0,"Week day lunch,Week day dinner,Weekend lunch",10,Fast Furious,Nestea,Parents,A moderate amount (medium),Shawarma
602657,2,10.0,"Week day lunch,Weekend lunch",10,The Avengers,milk tea,Friends,A little (mild),Shawarma
616449,3,6.0,"Week day lunch,Weekend lunch,At a party",$10 ,The Avengers,Soda,"Friends,Strangers",A moderate amount (medium),Shawarma
501893,3,5.0,"Week day lunch,Week day dinner",CAD10-15,"not sure...maybe Turkish movies? But it will remind me of a game called Shawarma Legend, which is a simulation game and highly recommended!",orange juice,Strangers,A moderate amount (medium),Shawarma
507448,3,6.0,"Week day lunch,Weekend lunch",10,The Avengers,Coke,Strangers,A moderate amount (medium),Shawarma
606556,3,3.0,"Week day lunch,At a party",4 dollars,Dangal,Cola,Friends,None,Shawarma
724326,1,6.0,"Week day lunch,Weekend lunch",$12 ,"""Star Wars: Episode V - The Empire Strikes Back""",Water,Friends,None,Shawarma
616945,3,5.0,"Week day lunch,Weekend lunch",8,ratatouille,sprite,Friends,A moderate amount (medium),Shawarma
630962,3,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",7.5,Spiderman Into The Spiderverse,Water,"Friends,Strangers",A little (mild),Shawarma
715814,2,5.0,Week day lunch,"I would prefer to pay about 5-8 Canadian dollars for each of these, preferably 6-7 as for me this is only a quick lunch on week days.","I might think of some short ones or simply videos as when I am having shawarma, I do not usually have much time and the food is some hands' size so people can usually finish it up quickly, so I would say no movie/short ones like Monster Inc.",I would simply pair it with water as I have never experienced much about the food item before.,"Friends,Strangers",None,Shawarma
502799,1,6.0,"Week day lunch,Weekend lunch",$6 ,Slumdog millionaire ,Ice tea,Friends,A little (mild),Shawarma
605278,4,4.0,"Week day lunch,At a party,Late night snack",$7 ,Cleopatra,Sprite,Friends,A moderate amount (medium),Shawarma
388888,4,10.0,"Week day lunch,Weekend lunch",12,The Avengers,iced tea,"Friends,Strangers",A moderate amount (medium),Shawarma
519548,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,The Avengers (2012),Water,"Friends,Strangers",A moderate amount (medium),Shawarma
405521,2,3.0,"Week day lunch,Week day dinner",15,None,mango juice,"Friends,Strangers",A moderate amount (medium),Shawarma
607410,3,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",$8 ,The Kite Runner,Coca Cola Zero,"Parents,Friends",A moderate amount (medium),Shawarma
